mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
22	22	104	104	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	227													
22	22	105	105	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	228													
22	22	106	106	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	229													
22	22	107	107	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>rinforz."										
22	22	107	107	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
22	22	107	107	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	230													
22	22	108	108	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	231													
23	23	221/2	221/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	232		articTenutoAbove							16				
23	23	225/2	225/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	233													
23	23	114	114	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	234		articStaccatoBelow							17				
23	23	115	115	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	235		articStaccatoBelow											
23	23	223/2	223/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	236													
23	23	225/2	225/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	237													
23	23	110	110	0.0	0	0	Spanner	6/4	2	1	0																	0
23	23	110	110	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	238													0
23	23	111	111	0.0	1/4	1/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>smorzando"										0
23	23	111	111	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	239													0
23	23	112	112	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	240													0
23	23	113	113	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	241													0
23	23	115	115	0.0	5/4	5/4	Spanner	6/4	2	1	0																	
24	24	233/2	233/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	242		articAccentAbove							18				
24	24	237/2	237/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	243													
24	24	241/2	241/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	244		articStaccatoAbove							19				
24	24	243/2	243/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	245		articStaccatoAbove											
24	24	235/2	235/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	246													
24	24	237/2	237/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	247													
24	24	241/2	241/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	248													
24	24	243/2	243/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	249													
24	24	116	116	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
24	24	116	116	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	250													
24	24	117	117	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	251													
24	24	118	118	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	252													
24	24	119	119	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	253													
24	24	120	120	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	254													
24	24	121	121	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	255													
25	25	122	122	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	256													
25	25	245/2	245/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	257									20				
25	25	249/2	249/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	258													
25	25	253/2	253/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	259									21				
25	25	255/2	255/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	260									21				
25	25	247/2	247/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	261													
25	25	249/2	249/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	262													
25	25	122	122	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
25	25	122	122	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	263													
25	25	123	123	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	264													
25	25	124	124	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	265													
25	25	125	125	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
25	25	125	125	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	266													
25	25	126	126	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	267													
25	25	127	127	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	268													
26	26	128	128	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	269									21				
26	26	257/2	257/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	270									21				
26	26	259/2	259/2	0.0	3/8	3/8	Spanner	6/4	1	1	0													21		7		
26	26	259/2	259/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	271									21		7		
26	26	261/2	261/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	272									21		7		
26	26	263/2	263/2	2.0	7/8	7/8	Chord	6/4	1	1	1/2		1/2	1	273		articAccentAbove							21		7		
26	26	132	132	0.0	1	1	Spanner	6/4	1	1	0													21				
26	26	267/2	267/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	274													
26	26	259/2	259/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	275													
26	26	261/2	261/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	276													
26	26	265/2	265/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	277													
26	26	267/2	267/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	278													
26	26	128	128	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
26	26	128	128	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	279													
26	26	129	129	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	280													
26	26	130	130	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	281													
26	26	131	131	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
26	26	131	131	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	282													
26	26	132	132	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	283													
26	26	133	133	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	284													
27	27	134	134	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	285													
27	27	269/2	269/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	286		articTenutoAbove							22				
27	27	273/2	273/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	287													
27	27	277/2	277/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	288									23				
27	27	279/2	279/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	289													
27	27	271/2	271/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	290													
27	27	273/2	273/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	291													
27	27	134	134	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
27	27	134	134	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	292													
27	27	135	135	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	293													
27	27	136	136	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	294													
27	27	137	137	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	295													
27	27	138	138	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	296													
27	27	139	139	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	297													
28	28	140	140	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	298		articAccentAbove							24				
28	28	142	142	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	299									24				
28	28	285/2	285/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	300													
28	28	144	144	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	301									25				
28	28	291/2	291/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	302													
28	28	283/2	283/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	303													
28	28	285/2	285/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	304													
28	28	140	140	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
28	28	140	140	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	305													
28	28	141	141	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	306													
28	28	142	142	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	307													
28	28	143	143	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	308													
29	29	146	146	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	309													
29	29	148	148	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	310													
29	29	297/2	297/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	311													
29	29	150	150	0.0	1	1	Spanner	6/4	1	1	0															8		
29	29	150	150	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	312									26		8		
29	29	303/2	303/2	0.0	11/8	11/8	Spanner	6/4	1	1	0																	
29	29	303/2	303/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	313													
29	29	295/2	295/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	314													
29	29	297/2	297/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	315													
29	29	146	146	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
29	29	146	146	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	316													
29	29	147	147	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	317													
29	29	148	148	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	318													
29	29	149	149	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	319													
30	30	152	152	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	320		articMarcatoAbove							27				
30	30	154	154	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	321									27				
30	30	309/2	309/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	322													
30	30	156	156	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	323									28				
30	30	315/2	315/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	324													
30	30	307/2	307/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	325													
30	30	309/2	309/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	326													
30	30	152	152	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
30	30	152	152	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	327													
30	30	153	153	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	328		articAccentBelow											
30	30	154	154	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	329													
30	30	155	155	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	330													
31	31	158	158	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	331		articAccentAbove											
31	31	161	161	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	332													
31	31	162	162	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	333									29				
31	31	327/2	327/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	334													
31	31	319/2	319/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	335													
31	31	321/2	321/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	336													
31	31	158	158	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
31	31	158	158	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>cresc."										
31	31	158	158	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	337													
31	31	159	159	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	338													
31	31	160	160	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	339													
31	31	161	161	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	340													
32	32	164	164	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	341		articMarcatoAbove											
32	32	167	167	0.5	3/4	3/4	Chord	6/4	1	1	1/8		1/8	1	342													
32	32	335/2	335/2	0.0	7/8	7/8	Spanner	6/4	1	1	0															9		
32	32	335/2	335/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	343		articStaccatoBelow							30		9		
32	32	337/2	337/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	344		articStaccatoBelow							30		9		
32	32	339/2	339/2	0.0	11/8	11/8	Spanner	6/4	1	1	0																	
32	32	339/2	339/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	345		articStaccatoBelow											
32	32	331/2	331/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	346													
32	32	333/2	333/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	347													
32	32	164	164	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
32	32	164	164	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>rinforzando ed appassionato assai"										
32	32	164	164	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	348													
32	32	165	165	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	349		articAccentBelow											
32	32	166	166	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	350													
32	32	167	167	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	351		articAccentBelow											
32	32	168	168	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	352													
32	32	169	169	0.0	5/4	5/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
33	33	170	170	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	353		articMarcatoAbove							31				
33	33	172	172	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	354									31				
33	33	345/2	345/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	355													
33	33	175	175	0.0	5/4	5/4	Dynamic	6/4	1	1	0					f												
33	33	175	175	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	356		articMarcatoAbove											
33	33	343/2	343/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	357													
33	33	175	175	1.0	5/4	5/4	Chord	6/4	1	2	1/4		1/4	1	358													
33	33	170	170	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	359													
33	33	171	171	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	360		articAccentBelow											
33	33	172	172	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	361													
33	33	173	173	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	362		articAccentBelow											
33	33	174	174	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	363													
33	33	351/2	351/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	364		articAccentBelow											
34	34	176	176	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	365									32				
34	34	355/2	355/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	366									32				
34	34	178	178	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	367									32				
34	34	357/2	357/2	0.0	5/8	5/8	Spanner	6/4	1	1	0													32		10		
34	34	357/2	357/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	368									32		10		
34	34	179	179	0.5	3/4	3/4	Chord	6/4	1	1	1/8		1/8	1	369									32		10		
34	34	359/2	359/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8		1/8	1	370									32		10		
34	34	180	180	0.5	1	1	Chord	6/4	1	1	1/8		1/8	1	371									32		10		
34	34	361/2	361/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	372									32		10		
34	34	181	181	0.5	5/4	5/4	Chord	6/4	1	1	1/8		1/8	1	373									32		10		
34	34	363/2	363/2	0.0	11/8	11/8	Spanner	6/4	1	1	0																	
34	34	363/2	363/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	374													
34	34	176	176	1.5	0	0	Chord	6/4	1	2	3/8		1/4	3/2	375													
34	34	176	176	0.0	0	0	Spanner	6/4	2	1	0																	1
34	34	176	176	0.5	0	0	Chord	6/4	2	1	1/8		1/8	1	376													1
34	34	353/2	353/2	1.0	1/8	1/8	Chord	6/4	2	1	1/4		1/4	1	377		articAccentAbove											1
34	34	355/2	355/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	378													1
34	34	178	178	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	379													1
34	34	357/2	357/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8		1/8	1	380													1
34	34	179	179	0.5	3/4	3/4	Chord	6/4	2	1	1/8		1/8	1	381													1
34	34	359/2	359/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8		1/8	1	382													1
34	34	180	180	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	383													1
34	34	361/2	361/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	384													1
34	34	181	181	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	385													1
34	34	363/2	363/2	0.0	11/8	11/8	Spanner	6/4	2	1	0																	
34	34	363/2	363/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	386													
35	35	182	182	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>ritard."										
35	35	182	182	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	387									33				
35	35	183	183	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	388		articAccentAbove							33				
35	35	185	185	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	389													
35	35	183	183	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	390													
35	35	182	182	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
35	35	182	182	4.0	0	0	Chord	4/4	2	1	1		1	1	391													
35	35	184	184	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	392													
36	36	186	186	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	393													
36	36	375/2	375/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	394									34				
36	36	377/2	377/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	395									34				
36	36	381/2	381/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	396									34				
36	36	383/2	383/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	397													
36	36	186	186	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
36	36	186	186	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>dolcissimo"										
36	36	186	186	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	398													
36	36	187	187	0.0	1/4	1/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Plantin MT Std""/>una corda"										
36	36	187	187	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	399													
36	36	188	188	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	400													
36	36	189	189	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	401													
36	36	190	190	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	402													
36	36	191	191	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	403													
37	37	387/2	387/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	404									35				
37	37	389/2	389/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	405													
37	37	393/2	393/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	406		articStaccatoAbove							36				
37	37	395/2	395/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	407		articStaccatoAbove											
37	37	393/2	393/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	408													
37	37	395/2	395/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	409													
37	37	192	192	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
37	37	192	192	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	410													
37	37	193	193	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	411													
37	37	194	194	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	412													
37	37	195	195	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	413													
37	37	196	196	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	414													
37	37	197	197	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	415													
38	38	198	198	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	416													
38	38	397/2	397/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	417									37				
38	38	399/2	399/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	418									37				
38	38	401/2	401/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	419									37				
38	38	403/2	403/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	420									37				
38	38	405/2	405/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	421									37				
38	38	407/2	407/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	422													
38	38	399/2	399/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	423													
38	38	401/2	401/2	1.0	5/8	5/8	Chord	6/4	1	2	1/4		1/4	1	424													
38	38	403/2	403/2	1.0	7/8	7/8	Chord	6/4	1	2	1/4		1/4	1	425													
38	38	405/2	405/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	426													
38	38	407/2	407/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	427													
38	38	198	198	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
38	38	198	198	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	428													
38	38	199	199	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	429													
38	38	200	200	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	430													
38	38	201	201	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	431													
38	38	202	202	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	432													
38	38	203	203	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	433													
39	39	409/2	409/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	434		articTenutoAbove							38				
39	39	413/2	413/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	435													
39	39	417/2	417/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	436		articStaccatoAbove							39				
39	39	419/2	419/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	437		articStaccatoAbove											
39	39	411/2	411/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	438													
39	39	413/2	413/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	439													
39	39	417/2	417/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	440													
39	39	419/2	419/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	441													
39	39	204	204	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
39	39	204	204	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	442													
39	39	205	205	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	443													
39	39	206	206	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	444													
39	39	207	207	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	445													
39	39	208	208	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	446													
39	39	209	209	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	447													
40	40	210	210	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	448													
40	40	421/2	421/2	1.0	1/8	1/8	Chord	6/4	1	1	1/4		1/4	1	449									40				
40	40	423/2	423/2	1.0	3/8	3/8	Chord	6/4	1	1	1/4		1/4	1	450									40				
40	40	425/2	425/2	1.0	5/8	5/8	Chord	6/4	1	1	1/4		1/4	1	451									40				
40	40	427/2	427/2	1.0	7/8	7/8	Chord	6/4	1	1	1/4		1/4	1	452									40				
40	40	429/2	429/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	453									40				
40	40	431/2	431/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	454													
40	40	423/2	423/2	1.0	3/8	3/8	Chord	6/4	1	2	1/4		1/4	1	455													
40	40	425/2	425/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8		1/8	1	456													
40	40	429/2	429/2	1.0	9/8	9/8	Chord	6/4	1	2	1/4		1/4	1	457													
40	40	431/2	431/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8		1/8	1	458													
40	40	210	210	0.0	0	0	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
40	40	210	210	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	459													
40	40	211	211	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	460													
40	40	212	212	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	461													
40	40	213	213	0.0	3/4	3/4	StaffText	6/4	2	1	0							"<font size=""10.5723""/><font face=""Opus Text Std""/>P"										
40	40	213	213	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	462													
40	40	214	214	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	463													
40	40	215	215	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	464													
41	41	433/2	433/2	2.0	1/8	1/8	Chord	6/4	1	1	1/2		1/2	1	465		articTenutoAbove							41				
41	41	437/2	437/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	466													
41	41	441/2	441/2	1.0	9/8	9/8	Chord	6/4	1	1	1/4		1/4	1	467									42				
41	41	443/2	443/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	468									42				
